Street,City,District,State,SALE_YEAR,area,zoning,latitude,longitude,waterApplicable,waterDistance,roadApplicable,roadDistance,schoolApplicable,schoolDistance,railwayApplicable,railwayDistance,busApplicable,busDistance,price,past_prices
"Sathyamangalam Rd, Edayarpalayam",Erode,Erode,Tamil Nadu,2024,0.7896,Industrial,11.349,77.6951,notApplicable,0.0,applicable,1.39,notApplicable,0.0,notApplicable,0.0,applicable,4.39,5463800.0,"[34594300.0, 709100.0, 364400.0, 282100.0, 42800.0]"
"Sathyamangalam Rd, Edayarpalayam",Erode,Erode,Tamil Nadu,2025,5.6438,Industrial,11.349,77.6951,applicable,5.36,applicable,5.76,notApplicable,0.0,notApplicable,0.0,applicable,1.67,34134300.0,"[211600.0, 1723100.0, 70300.0, 8785600.0, 5728200.0]"
Rajapalayam Rd,Virudhunagar,Virudhunagar,Tamil Nadu,2023,0.1901,Conservation,9.4523,77.5533,applicable,0.91,applicable,2.05,notApplicable,0.0,applicable,0.26,notApplicable,0.0,186500.0,"[473200.0, 907600.0, 9940800.0, 17000.0, 6568100.0]"
"Sathyamangalam Rd, Edayarpalayam",Erode,Erode,Tamil Nadu,2023,0.3466,Conservation,11.349,77.6951,applicable,0.63,applicable,5.38,notApplicable,0.0,notApplicable,0.0,notApplicable,0.0,364400.0,"[94500.0, 455300.0, 148700.0, 335400.0, 39400.0]"
Ettayapuram Rd,Thoothukudi,Thoothukudi,Tamil Nadu,2023,0.1239,Industrial,8.813,78.1341,notApplicable,0.0,applicable,2.42,applicable,3.54,applicable,1.85,applicable,3.93,607500.0,"[1276400.0, 7956300.0, 631000.0, 6768800.0, 2495300.0]"
"Dindigul Rd, Palani",Palani,Dindigul,Tamil Nadu,2023,0.0283,Industrial,10.4508,77.5148,applicable,1.95,applicable,2.04,applicable,2.21,notApplicable,0.0,applicable,0.66,241700.0,"[13568500.0, 106400.0, 7646100.0, 897600.0, 999400.0]"
"Sathyamangalam Rd, Edayarpalayam",Erode,Erode,Tamil Nadu,2021,0.0651,Conservation,11.349,77.6951,notApplicable,0.0,notApplicable,0.0,applicable,1.0,applicable,5.96,notApplicable,0.0,62300.0,"[0, 0, 0, 0, 0]"
MTP Rd,Coimbatore,Coimbatore,Tamil Nadu,2022,0.0338,Industrial,11.0616,76.9366,notApplicable,0.0,notApplicable,0.0,applicable,5.69,notApplicable,0.0,applicable,0.64,296900.0,"[2199400.0, 364900.0, 65164200.0, 4100200.0, 409200.0]"
Rajapalayam Rd,Virudhunagar,Virudhunagar,Tamil Nadu,2023,1.3752,Industrial,9.4523,77.5533,notApplicable,0.0,applicable,2.79,notApplicable,0.0,notApplicable,0.0,applicable,0.91,8639000.0,"[473200.0, 907600.0, 9940800.0, 17000.0, 6568100.0]"
Rajapalayam Rd,Virudhunagar,Virudhunagar,Tamil Nadu,2024,1.5963,Industrial,9.4523,77.5533,notApplicable,0.0,applicable,3.95,applicable,5.16,notApplicable,0.0,applicable,4.23,7664000.0,"[114300.0, 557600.0, 15608400.0, 23139700.0, 500900.0]"
"Sathyamangalam Rd, Edayarpalayam",Erode,Erode,Tamil Nadu,2022,0.0118,Agricultural,11.349,77.6951,applicable,5.68,notApplicable,0.0,notApplicable,0.0,notApplicable,0.0,applicable,4.31,17400.0,"[25944300.0, 428400.0, 482600.0, 3404100.0, 1184000.0]"
Simmakkal,Madurai,Madurai,Tamil Nadu,2021,0.2266,Conservation,9.921,78.1197,notApplicable,0.0,applicable,5.25,applicable,3.96,applicable,1.05,applicable,5.28,191500.0,"[0, 0, 0, 0, 0]"
"Avinashi Rd, Peelamedu",Coimbatore,Coimbatore,Tamil Nadu,2024,1.4928,Agricultural,11.0183,76.997,applicable,2.7,applicable,2.14,applicable,2.76,applicable,2.34,applicable,0.48,2597500.0,"[11703200.0, 548800.0, 2089600.0, 2376800.0, 4877100.0]"
Bypass Rd,Madurai,Madurai,Tamil Nadu,2023,5.6447,Residential,9.924,78.135,applicable,5.39,applicable,3.54,applicable,1.58,applicable,3.29,applicable,1.8,25018100.0,"[821700.0, 733500.0, 625700.0, 1934700.0, 540500.0]"
MTP Rd,Coimbatore,Coimbatore,Tamil Nadu,2024,6.1501,Industrial,11.0616,76.9366,applicable,4.46,applicable,0.75,applicable,3.12,applicable,4.26,applicable,2.97,37384300.0,"[1762300.0, 1592900.0, 400900.0, 1550000.0, 49100500.0]"
MTP Rd,Coimbatore,Coimbatore,Tamil Nadu,2022,0.1743,Residential,11.0616,76.9366,notApplicable,0.0,applicable,5.31,applicable,1.19,applicable,4.61,notApplicable,0.0,1060300.0,"[2199400.0, 364900.0, 65164200.0, 4100200.0, 409200.0]"
Alagarkoil Rd,Madurai,Madurai,Tamil Nadu,2025,0.0101,Industrial,9.9677,78.1653,applicable,1.05,notApplicable,0.0,notApplicable,0.0,notApplicable,0.0,applicable,0.74,93100.0,"[4184000.0, 91200.0, 633300.0, 5907800.0, 1041800.0]"
MTP Rd,Coimbatore,Coimbatore,Tamil Nadu,2024,1.3186,Commercial,11.0616,76.9366,applicable,4.69,applicable,5.17,applicable,5.43,notApplicable,0.0,notApplicable,0.0,13176700.0,"[1762300.0, 1592900.0, 400900.0, 1550000.0, 49100500.0]"
"East Coast Rd, Thiruvanmiyur",Chennai,Chennai,Tamil Nadu,2025,0.1573,Commercial,12.9834,80.259,applicable,1.4,applicable,0.72,applicable,5.54,notApplicable,0.0,applicable,2.39,2224500.0,"[1082700.0, 2731200.0, 52497700.0, 5410100.0, 14039900.0]"
"Trichy Rd, Singanallur",Coimbatore,Coimbatore,Tamil Nadu,2024,0.7624,Conservation,10.9979,76.9994,notApplicable,0.0,applicable,0.44,applicable,3.22,notApplicable,0.0,applicable,2.19,1002800.0,"[28982900.0, 2522000.0, 76780500.0, 1959500.0, 211100.0]"
Bypass Rd,Madurai,Madurai,Tamil Nadu,2025,7.8168,Industrial,9.924,78.135,notApplicable,0.0,applicable,3.44,notApplicable,0.0,notApplicable,0.0,applicable,1.14,65396900.0,"[429900.0, 2455500.0, 261600.0, 10850700.0, 9447900.0]"
"East Coast Rd, Thiruvanmiyur",Chennai,Chennai,Tamil Nadu,2021,2.7406,Commercial,12.9834,80.259,applicable,2.23,applicable,1.84,notApplicable,0.0,applicable,5.18,applicable,4.06,30926600.0,"[0, 0, 0, 0, 0]"
"100 Feet Rd, Velachery",Chennai,Chennai,Tamil Nadu,2023,1.1481,Agricultural,12.9791,80.2209,applicable,2.65,applicable,5.81,applicable,0.77,notApplicable,0.0,applicable,1.72,2755200.0,"[189200.0, 10473500.0, 47400.0, 76037300.0, 2009200.0]"
"Trichy Rd, Singanallur",Coimbatore,Coimbatore,Tamil Nadu,2025,0.4566,Residential,10.9979,76.9994,applicable,5.58,applicable,2.87,applicable,1.26,applicable,4.74,applicable,5.04,2227400.0,"[10468800.0, 6219300.0, 2222100.0, 21552800.0, 9695700.0]"
"NH 44, Tirunelveli",Tirunelveli,Tirunelveli,Tamil Nadu,2023,4.1252,Industrial,8.7139,77.7567,applicable,2.64,applicable,4.58,applicable,3.77,notApplicable,0.0,notApplicable,0.0,21164800.0,"[380900.0, 143400.0, 2666400.0, 5706900.0, 18473300.0]"
"Avinashi Rd, Peelamedu",Coimbatore,Coimbatore,Tamil Nadu,2025,0.0622,Conservation,11.0183,76.997,notApplicable,0.0,applicable,5.27,applicable,2.87,applicable,0.52,notApplicable,0.0,77500.0,"[8301200.0, 222900.0, 5292400.0, 59415000.0, 622800.0]"
Simmakkal,Madurai,Madurai,Tamil Nadu,2023,0.0932,Agricultural,9.921,78.1197,applicable,3.19,applicable,3.46,applicable,5.81,notApplicable,0.0,notApplicable,0.0,142200.0,"[1217400.0, 5297300.0, 867300.0, 637900.0, 19826500.0]"
Gandhipuram Cross Cut,Coimbatore,Coimbatore,Tamil Nadu,2023,0.4017,Residential,11.0175,76.9725,applicable,1.38,applicable,2.95,notApplicable,0.0,applicable,5.03,applicable,2.77,2174700.0,"[364800.0, 101200.0, 5022900.0, 1292200.0, 319400.0]"
"East Coast Rd, Thiruvanmiyur",Chennai,Chennai,Tamil Nadu,2024,0.8524,Commercial,12.9834,80.259,notApplicable,0.0,applicable,3.89,notApplicable,0.0,notApplicable,0.0,applicable,1.27,14039900.0,"[42756000.0, 33292000.0, 2462400.0, 71681000.0, 571300.0]"
Gandhipuram Cross Cut,Coimbatore,Coimbatore,Tamil Nadu,2022,0.8005,Residential,11.0175,76.9725,applicable,4.25,notApplicable,0.0,applicable,0.82,notApplicable,0.0,applicable,2.62,5022900.0,"[146100.0, 30568900.0, 3386000.0, 189000.0, 1281900.0]"
"Dindigul Rd, Palani",Palani,Dindigul,Tamil Nadu,2024,2.2045,Commercial,10.4508,77.5148,applicable,1.81,notApplicable,0.0,notApplicable,0.0,applicable,5.89,notApplicable,0.0,74342000.0,"[64681100.0, 241700.0, 44019300.0, 6392900.0, 43591700.0]"
"NH 44, Tirunelveli",Tirunelveli,Tirunelveli,Tamil Nadu,2023,0.3338,Residential,8.7139,77.7567,applicable,1.81,applicable,4.62,applicable,1.96,notApplicable,0.0,notApplicable,0.0,1552600.0,"[380900.0, 143400.0, 2666400.0, 5706900.0, 18473300.0]"
Simmakkal,Madurai,Madurai,Tamil Nadu,2024,0.7706,Industrial,9.921,78.1197,applicable,2.54,applicable,0.46,notApplicable,0.0,applicable,5.14,applicable,1.12,5441000.0,"[13126300.0, 3278400.0, 1299100.0, 68100.0, 1681000.0]"
"East Coast Rd, Thiruvanmiyur",Chennai,Chennai,Tamil Nadu,2024,0.231,Industrial,12.9834,80.259,applicable,5.55,notApplicable,0.0,notApplicable,0.0,applicable,0.56,notApplicable,0.0,2731200.0,"[42756000.0, 33292000.0, 2462400.0, 71681000.0, 571300.0]"
"Dindigul Rd, Palani",Palani,Dindigul,Tamil Nadu,2024,1.761,Agricultural,10.4508,77.5148,applicable,1.34,applicable,3.05,applicable,4.14,notApplicable,0.0,applicable,1.51,3466800.0,"[64681100.0, 241700.0, 44019300.0, 6392900.0, 43591700.0]"
Bypass Rd,Madurai,Madurai,Tamil Nadu,2022,0.022,Conservation,9.924,78.135,notApplicable,0.0,notApplicable,0.0,applicable,0.62,applicable,1.27,applicable,4.43,24700.0,"[28520000.0, 69877900.0, 3595000.0, 12856800.0, 783100.0]"
Gandhipuram Cross Cut,Coimbatore,Coimbatore,Tamil Nadu,2024,1.7414,Conservation,11.0175,76.9725,applicable,2.38,applicable,0.61,applicable,0.65,applicable,4.74,applicable,1.93,1981200.0,"[749700.0, 35211300.0, 14300700.0, 151900.0, 7908700.0]"
"Avinashi Rd, Peelamedu",Coimbatore,Coimbatore,Tamil Nadu,2025,1.732,Agricultural,11.0183,76.997,applicable,3.3,applicable,1.6,notApplicable,0.0,applicable,3.2,applicable,3.75,2973600.0,"[8301200.0, 222900.0, 5292400.0, 59415000.0, 622800.0]"
Rajapalayam Rd,Virudhunagar,Virudhunagar,Tamil Nadu,2025,1.2065,Agricultural,9.4523,77.5533,applicable,0.54,applicable,1.38,applicable,4.94,applicable,2.11,notApplicable,0.0,1772400.0,"[657000.0, 1433100.0, 1492000.0, 32180200.0, 6552200.0]"
"Dindigul Rd, Palani",Palani,Dindigul,Tamil Nadu,2024,0.0202,Residential,10.4508,77.5148,applicable,5.35,applicable,2.98,applicable,0.95,notApplicable,0.0,notApplicable,0.0,562900.0,"[64681100.0, 241700.0, 44019300.0, 6392900.0, 43591700.0]"
"Sathyamangalam Rd, Edayarpalayam",Erode,Erode,Tamil Nadu,2022,0.301,Conservation,11.349,77.6951,applicable,5.19,applicable,4.16,notApplicable,0.0,notApplicable,0.0,applicable,4.48,234700.0,"[25944300.0, 428400.0, 482600.0, 3404100.0, 1184000.0]"
"Dindigul Rd, Palani",Palani,Dindigul,Tamil Nadu,2024,2.8266,Industrial,10.4508,77.5148,applicable,5.52,applicable,1.58,notApplicable,0.0,applicable,0.73,applicable,0.26,26114500.0,"[64681100.0, 241700.0, 44019300.0, 6392900.0, 43591700.0]"
Ettayapuram Rd,Thoothukudi,Thoothukudi,Tamil Nadu,2025,0.0164,Conservation,8.813,78.1341,applicable,4.0,applicable,1.62,applicable,1.9,applicable,3.72,applicable,2.98,11100.0,"[533300.0, 731300.0, 29081400.0, 8490900.0, 1311400.0]"
"East Coast Rd, Thiruvanmiyur",Chennai,Chennai,Tamil Nadu,2023,0.2221,Agricultural,12.9834,80.259,applicable,1.62,applicable,5.38,applicable,2.05,notApplicable,0.0,notApplicable,0.0,571300.0,"[964500.0, 12154600.0, 507200.0, 352500.0, 52013100.0]"
"East Coast Rd, Thiruvanmiyur",Chennai,Chennai,Tamil Nadu,2023,0.3969,Agricultural,12.9834,80.259,notApplicable,0.0,notApplicable,0.0,applicable,0.91,applicable,4.4,applicable,4.77,966900.0,"[964500.0, 12154600.0, 507200.0, 352500.0, 52013100.0]"
"Avinashi Rd, Peelamedu",Coimbatore,Coimbatore,Tamil Nadu,2024,3.6218,Industrial,11.0183,76.997,applicable,0.31,notApplicable,0.0,applicable,2.42,notApplicable,0.0,applicable,2.78,30706200.0,"[11703200.0, 548800.0, 2089600.0, 2376800.0, 4877100.0]"
Bypass Rd,Madurai,Madurai,Tamil Nadu,2024,0.0845,Residential,9.924,78.135,notApplicable,0.0,applicable,4.57,applicable,1.46,notApplicable,0.0,applicable,0.36,557200.0,"[15115400.0, 26585100.0, 2592100.0, 2977200.0, 25018100.0]"
Rajapalayam Rd,Virudhunagar,Virudhunagar,Tamil Nadu,2024,6.8444,Industrial,9.4523,77.5533,notApplicable,0.0,notApplicable,0.0,applicable,2.66,notApplicable,0.0,applicable,4.37,39457200.0,"[114300.0, 557600.0, 15608400.0, 23139700.0, 500900.0]"
"Trichy Rd, Singanallur",Coimbatore,Coimbatore,Tamil Nadu,2024,0.8573,Residential,10.9979,76.9994,notApplicable,0.0,notApplicable,0.0,applicable,2.16,applicable,2.49,applicable,3.77,5301600.0,"[28982900.0, 2522000.0, 76780500.0, 1959500.0, 211100.0]"
Gandhipuram Cross Cut,Coimbatore,Coimbatore,Tamil Nadu,2025,0.2574,Commercial,11.0175,76.9725,applicable,3.9,applicable,3.43,applicable,2.57,applicable,3.56,applicable,0.66,2362900.0,"[3325300.0, 34099900.0, 2136000.0, 1981200.0, 777400.0]"
"NH 44, Tirunelveli",Tirunelveli,Tirunelveli,Tamil Nadu,2021,3.5572,Commercial,8.7139,77.7567,applicable,0.86,applicable,0.42,applicable,4.17,notApplicable,0.0,applicable,5.19,26222200.0,"[0, 0, 0, 0, 0]"
"Dindigul Rd, Palani",Palani,Dindigul,Tamil Nadu,2022,0.8886,Conservation,10.4508,77.5148,applicable,0.86,applicable,0.65,applicable,1.38,applicable,3.51,applicable,5.01,999400.0,"[1180700.0, 2830800.0, 291000.0, 488200.0, 50925300.0]"
"East Coast Rd, Thiruvanmiyur",Chennai,Chennai,Tamil Nadu,2023,4.0099,Industrial,12.9834,80.259,notApplicable,0.0,applicable,2.34,notApplicable,0.0,applicable,1.89,applicable,1.07,44620600.0,"[964500.0, 12154600.0, 507200.0, 352500.0, 52013100.0]"
"East Coast Rd, Thiruvanmiyur",Chennai,Chennai,Tamil Nadu,2022,1.6713,Conservation,12.9834,80.259,notApplicable,0.0,applicable,4.62,applicable,3.97,notApplicable,0.0,applicable,5.74,2211700.0,"[16947000.0, 7612200.0, 17031200.0, 904700.0, 15150000.0]"
"Avinashi Rd, Peelamedu",Coimbatore,Coimbatore,Tamil Nadu,2025,0.1497,Conservation,11.0183,76.997,notApplicable,0.0,applicable,2.76,applicable,1.76,applicable,5.05,applicable,1.9,164200.0,"[8301200.0, 222900.0, 5292400.0, 59415000.0, 622800.0]"
"Avinashi Rd, Peelamedu",Coimbatore,Coimbatore,Tamil Nadu,2022,3.4463,Commercial,11.0183,76.997,applicable,3.71,applicable,2.8,applicable,2.63,notApplicable,0.0,applicable,3.5,29156700.0,"[1821200.0, 2196700.0, 12626700.0, 9188700.0, 926300.0]"
"100 Feet Rd, Velachery",Chennai,Chennai,Tamil Nadu,2022,1.3771,Conservation,12.9791,80.2209,notApplicable,0.0,applicable,1.06,applicable,3.07,applicable,5.31,applicable,1.35,1899400.0,"[4480300.0, 1136800.0, 2472800.0, 2723700.0, 2990600.0]"
"Sathyamangalam Rd, Edayarpalayam",Erode,Erode,Tamil Nadu,2022,0.0269,Agricultural,11.349,77.6951,applicable,0.97,applicable,5.23,applicable,5.53,notApplicable,0.0,notApplicable,0.0,39400.0,"[25944300.0, 428400.0, 482600.0, 3404100.0, 1184000.0]"
Alagarkoil Rd,Madurai,Madurai,Tamil Nadu,2024,0.9401,Residential,9.9677,78.1653,applicable,2.26,applicable,2.8,notApplicable,0.0,applicable,2.57,notApplicable,0.0,5245900.0,"[4168000.0, 802400.0, 26200.0, 533700.0, 2412900.0]"
Simmakkal,Madurai,Madurai,Tamil Nadu,2023,0.1161,Industrial,9.921,78.1197,applicable,2.06,applicable,1.22,applicable,4.39,notApplicable,0.0,applicable,1.82,783300.0,"[1217400.0, 5297300.0, 867300.0, 637900.0, 19826500.0]"
"Avinashi Rd, Peelamedu",Coimbatore,Coimbatore,Tamil Nadu,2024,5.479,Commercial,11.0183,76.997,applicable,5.68,applicable,5.32,notApplicable,0.0,notApplicable,0.0,applicable,4.44,54255900.0,"[11703200.0, 548800.0, 2089600.0, 2376800.0, 4877100.0]"
"Trichy Rd, Singanallur",Coimbatore,Coimbatore,Tamil Nadu,2025,3.7271,Conservation,10.9979,76.9994,applicable,4.57,notApplicable,0.0,applicable,5.56,notApplicable,0.0,notApplicable,0.0,4760800.0,"[10468800.0, 6219300.0, 2222100.0, 21552800.0, 9695700.0]"
"100 Feet Rd, Velachery",Chennai,Chennai,Tamil Nadu,2022,0.0873,Agricultural,12.9791,80.2209,notApplicable,0.0,applicable,0.35,notApplicable,0.0,applicable,1.38,notApplicable,0.0,281400.0,"[4480300.0, 1136800.0, 2472800.0, 2723700.0, 2990600.0]"
Rajapalayam Rd,Virudhunagar,Virudhunagar,Tamil Nadu,2024,0.0829,Industrial,9.4523,77.5533,applicable,4.44,applicable,0.88,applicable,2.25,notApplicable,0.0,notApplicable,0.0,467500.0,"[114300.0, 557600.0, 15608400.0, 23139700.0, 500900.0]"
Ettayapuram Rd,Thoothukudi,Thoothukudi,Tamil Nadu,2021,0.0558,Residential,8.813,78.1341,notApplicable,0.0,applicable,4.81,notApplicable,0.0,applicable,2.04,notApplicable,0.0,264100.0,"[0, 0, 0, 0, 0]"
Gandhipuram Cross Cut,Coimbatore,Coimbatore,Tamil Nadu,2021,0.3552,Agricultural,11.0175,76.9725,applicable,1.35,applicable,5.28,notApplicable,0.0,notApplicable,0.0,applicable,5.71,646100.0,"[0, 0, 0, 0, 0]"
MTP Rd,Coimbatore,Coimbatore,Tamil Nadu,2021,0.0708,Residential,11.0616,76.9366,applicable,3.01,applicable,4.01,applicable,1.24,notApplicable,0.0,applicable,1.94,387200.0,"[0, 0, 0, 0, 0]"
"Trichy Rd, Singanallur",Coimbatore,Coimbatore,Tamil Nadu,2024,0.1215,Industrial,10.9979,76.9994,applicable,2.79,notApplicable,0.0,notApplicable,0.0,notApplicable,0.0,applicable,1.63,1084100.0,"[28982900.0, 2522000.0, 76780500.0, 1959500.0, 211100.0]"
"100 Feet Rd, Velachery",Chennai,Chennai,Tamil Nadu,2023,2.7683,Industrial,12.9791,80.2209,notApplicable,0.0,notApplicable,0.0,notApplicable,0.0,notApplicable,0.0,applicable,1.75,34583400.0,"[189200.0, 10473500.0, 47400.0, 76037300.0, 2009200.0]"
Simmakkal,Madurai,Madurai,Tamil Nadu,2021,4.4674,Industrial,9.921,78.1197,applicable,3.89,applicable,0.46,applicable,2.8,applicable,1.48,applicable,5.28,24751300.0,"[0, 0, 0, 0, 0]"
Ettayapuram Rd,Thoothukudi,Thoothukudi,Tamil Nadu,2025,0.0955,Agricultural,8.813,78.1341,notApplicable,0.0,applicable,3.41,notApplicable,0.0,notApplicable,0.0,notApplicable,0.0,172100.0,"[533300.0, 731300.0, 29081400.0, 8490900.0, 1311400.0]"
"NH 44, Tirunelveli",Tirunelveli,Tirunelveli,Tamil Nadu,2023,0.4948,Residential,8.7139,77.7567,applicable,1.64,applicable,0.28,applicable,5.1,applicable,4.58,applicable,3.25,1910300.0,"[380900.0, 143400.0, 2666400.0, 5706900.0, 18473300.0]"
Ettayapuram Rd,Thoothukudi,Thoothukudi,Tamil Nadu,2021,0.2555,Industrial,8.813,78.1341,applicable,4.95,applicable,5.28,notApplicable,0.0,applicable,5.2,applicable,0.64,1203000.0,"[0, 0, 0, 0, 0]"
MTP Rd,Coimbatore,Coimbatore,Tamil Nadu,2021,2.9111,Industrial,11.0616,76.9366,applicable,0.34,applicable,1.79,applicable,1.38,applicable,1.73,applicable,4.01,21095300.0,"[0, 0, 0, 0, 0]"
"Trichy Rd, Singanallur",Coimbatore,Coimbatore,Tamil Nadu,2021,0.2922,Industrial,10.9979,76.9994,applicable,4.34,notApplicable,0.0,notApplicable,0.0,notApplicable,0.0,notApplicable,0.0,2533400.0,"[0, 0, 0, 0, 0]"
Rajapalayam Rd,Virudhunagar,Virudhunagar,Tamil Nadu,2024,1.2152,Agricultural,9.4523,77.5533,applicable,5.22,notApplicable,0.0,notApplicable,0.0,applicable,3.04,applicable,1.65,1551000.0,"[114300.0, 557600.0, 15608400.0, 23139700.0, 500900.0]"
Rajapalayam Rd,Virudhunagar,Virudhunagar,Tamil Nadu,2025,0.8486,Industrial,9.4523,77.5533,applicable,3.67,applicable,5.25,notApplicable,0.0,applicable,1.76,applicable,1.41,4373600.0,"[657000.0, 1433100.0, 1492000.0, 32180200.0, 6552200.0]"
"Sathyamangalam Rd, Edayarpalayam",Erode,Erode,Tamil Nadu,2024,0.0538,Conservation,11.349,77.6951,notApplicable,0.0,applicable,3.22,applicable,0.9,applicable,1.34,applicable,5.24,46300.0,"[34594300.0, 709100.0, 364400.0, 282100.0, 42800.0]"
Bypass Rd,Madurai,Madurai,Tamil Nadu,2022,7.2453,Industrial,9.924,78.135,applicable,4.12,applicable,3.23,applicable,3.77,applicable,2.36,notApplicable,0.0,39242700.0,"[28520000.0, 69877900.0, 3595000.0, 12856800.0, 783100.0]"
"100 Feet Rd, Velachery",Chennai,Chennai,Tamil Nadu,2025,1.928,Commercial,12.9791,80.2209,applicable,5.58,applicable,1.15,applicable,4.35,notApplicable,0.0,notApplicable,0.0,27897800.0,"[812200.0, 9988300.0, 4656600.0, 1015900.0, 4699100.0]"
Alagarkoil Rd,Madurai,Madurai,Tamil Nadu,2022,0.1735,Industrial,9.9677,78.1653,applicable,3.65,applicable,0.59,applicable,3.89,applicable,5.32,applicable,2.2,925500.0,"[58948600.0, 17453400.0, 206400.0, 90500.0, 21717900.0]"
"Avinashi Rd, Peelamedu",Coimbatore,Coimbatore,Tamil Nadu,2023,3.8345,Commercial,11.0183,76.997,notApplicable,0.0,applicable,0.8,notApplicable,0.0,applicable,1.46,applicable,1.23,50532200.0,"[927400.0, 7279800.0, 9981500.0, 14718500.0, 119400.0]"
"100 Feet Rd, Velachery",Chennai,Chennai,Tamil Nadu,2025,1.3635,Conservation,12.9791,80.2209,notApplicable,0.0,applicable,0.22,notApplicable,0.0,notApplicable,0.0,applicable,1.54,2779700.0,"[812200.0, 9988300.0, 4656600.0, 1015900.0, 4699100.0]"
Ettayapuram Rd,Thoothukudi,Thoothukudi,Tamil Nadu,2022,0.0301,Conservation,8.813,78.1341,applicable,4.61,notApplicable,0.0,applicable,1.6,applicable,2.48,applicable,4.69,21100.0,"[381400.0, 24209200.0, 9471000.0, 3488900.0, 1032100.0]"
Alagarkoil Rd,Madurai,Madurai,Tamil Nadu,2025,0.1774,Commercial,9.9677,78.1653,notApplicable,0.0,notApplicable,0.0,notApplicable,0.0,notApplicable,0.0,applicable,3.04,2127400.0,"[4184000.0, 91200.0, 633300.0, 5907800.0, 1041800.0]"
Gandhipuram Cross Cut,Coimbatore,Coimbatore,Tamil Nadu,2025,7.1968,Agricultural,11.0175,76.9725,notApplicable,0.0,applicable,5.54,applicable,1.31,notApplicable,0.0,notApplicable,0.0,16814400.0,"[3325300.0, 34099900.0, 2136000.0, 1981200.0, 777400.0]"
MTP Rd,Coimbatore,Coimbatore,Tamil Nadu,2022,0.0719,Agricultural,11.0616,76.9366,notApplicable,0.0,notApplicable,0.0,applicable,3.95,applicable,3.92,applicable,2.51,125200.0,"[2199400.0, 364900.0, 65164200.0, 4100200.0, 409200.0]"
MTP Rd,Coimbatore,Coimbatore,Tamil Nadu,2023,7.1791,Commercial,11.0616,76.9366,notApplicable,0.0,applicable,4.55,applicable,4.88,applicable,0.42,notApplicable,0.0,78511200.0,"[318200.0, 14909900.0, 818600.0, 16183000.0, 10593000.0]"
MTP Rd,Coimbatore,Coimbatore,Tamil Nadu,2022,0.1319,Residential,11.0616,76.9366,applicable,5.14,applicable,4.0,applicable,4.48,notApplicable,0.0,applicable,2.13,668500.0,"[2199400.0, 364900.0, 65164200.0, 4100200.0, 409200.0]"
Alagarkoil Rd,Madurai,Madurai,Tamil Nadu,2025,5.987,Residential,9.9677,78.1653,notApplicable,0.0,applicable,4.43,applicable,0.69,notApplicable,0.0,applicable,2.77,36021700.0,"[4184000.0, 91200.0, 633300.0, 5907800.0, 1041800.0]"
"Avinashi Rd, Peelamedu",Coimbatore,Coimbatore,Tamil Nadu,2024,1.7568,Conservation,11.0183,76.997,applicable,5.6,applicable,0.71,applicable,5.52,notApplicable,0.0,applicable,1.26,2016100.0,"[11703200.0, 548800.0, 2089600.0, 2376800.0, 4877100.0]"
Alagarkoil Rd,Madurai,Madurai,Tamil Nadu,2021,0.1173,Conservation,9.9677,78.1653,notApplicable,0.0,notApplicable,0.0,applicable,5.21,notApplicable,0.0,notApplicable,0.0,134200.0,"[0, 0, 0, 0, 0]"
MTP Rd,Coimbatore,Coimbatore,Tamil Nadu,2023,0.767,Residential,11.0616,76.9366,applicable,1.7,notApplicable,0.0,applicable,2.75,applicable,0.74,notApplicable,0.0,5292400.0,"[318200.0, 14909900.0, 818600.0, 16183000.0, 10593000.0]"
Alagarkoil Rd,Madurai,Madurai,Tamil Nadu,2025,2.2204,Commercial,9.9677,78.1653,applicable,4.16,applicable,1.87,notApplicable,0.0,applicable,2.18,applicable,5.82,19386900.0,"[4184000.0, 91200.0, 633300.0, 5907800.0, 1041800.0]"
